position,driver_number,date,session_key,meeting_key
2,1,2023-03-04T14:45:08.672000+00:00,7768,1141
18,2,2023-03-04T14:45:08.672000+00:00,7768,1141
13,4,2023-03-04T14:45:08.672000+00:00,7768,1141
10,10,2023-03-04T14:45:08.672000+00:00,7768,1141
3,11,2023-03-04T14:45:08.672000+00:00,7768,1141
1,14,2023-03-04T14:45:08.672000+00:00,7768,1141
5,16,2023-03-04T14:45:08.672000+00:00,7768,1141
7,18,2023-03-04T14:45:08.672000+00:00,7768,1141
14,20,2023-03-04T14:45:08.672000+00:00,7768,1141
20,21,2023-03-04T14:45:08.672000+00:00,7768,1141
16,22,2023-03-04T14:45:08.672000+00:00,7768,1141
19,23,2023-03-04T14:45:08.672000+00:00,7768,1141
12,24,2023-03-04T14:45:08.672000+00:00,7768,1141
15,27,2023-03-04T14:45:08.672000+00:00,7768,1141
11,31,2023-03-04T14:45:08.672000+00:00,7768,1141
4,44,2023-03-04T14:45:08.672000+00:00,7768,1141
8,55,2023-03-04T14:45:08.672000+00:00,7768,1141
6,63,2023-03-04T14:45:08.672000+00:00,7768,1141
17,77,2023-03-04T14:45:08.672000+00:00,7768,1141
9,81,2023-03-04T14:45:08.672000+00:00,7768,1141
3,1,2023-03-04T15:00:03.984000+00:00,7768,1141
14,4,2023-03-04T15:00:03.984000+00:00,7768,1141
11,10,2023-03-04T15:00:03.984000+00:00,7768,1141
4,11,2023-03-04T15:00:03.984000+00:00,7768,1141
2,14,2023-03-04T15:00:03.984000+00:00,7768,1141
6,16,2023-03-04T15:00:03.984000+00:00,7768,1141
8,18,2023-03-04T15:00:03.984000+00:00,7768,1141
15,20,2023-03-04T15:00:03.984000+00:00,7768,1141
1,22,2023-03-04T15:00:03.984000+00:00,7768,1141
13,24,2023-03-04T15:00:03.984000+00:00,7768,1141
16,27,2023-03-04T15:00:03.984000+00:00,7768,1141
12,31,2023-03-04T15:00:03.984000+00:00,7768,1141
5,44,2023-03-04T15:00:03.984000+00:00,7768,1141
9,55,2023-03-04T15:00:03.984000+00:00,7768,1141
7,63,2023-03-04T15:00:03.984000+00:00,7768,1141
10,81,2023-03-04T15:00:03.984000+00:00,7768,1141
4,1,2023-03-04T15:00:05.921000+00:00,7768,1141
19,2,2023-03-04T15:00:05.921000+00:00,7768,1141
15,4,2023-03-04T15:00:05.921000+00:00,7768,1141
12,10,2023-03-04T15:00:05.921000+00:00,7768,1141
5,11,2023-03-04T15:00:05.921000+00:00,7768,1141
3,14,2023-03-04T15:00:05.921000+00:00,7768,1141
7,16,2023-03-04T15:00:05.921000+00:00,7768,1141
9,18,2023-03-04T15:00:05.921000+00:00,7768,1141
16,20,2023-03-04T15:00:05.921000+00:00,7768,1141
2,21,2023-03-04T15:00:05.921000+00:00,7768,1141
20,23,2023-03-04T15:00:05.921000+00:00,7768,1141
14,24,2023-03-04T15:00:05.921000+00:00,7768,1141
17,27,2023-03-04T15:00:05.921000+00:00,7768,1141
13,31,2023-03-04T15:00:05.921000+00:00,7768,1141
6,44,2023-03-04T15:00:05.921000+00:00,7768,1141
10,55,2023-03-04T15:00:05.921000+00:00,7768,1141
8,63,2023-03-04T15:00:05.921000+00:00,7768,1141
18,77,2023-03-04T15:00:05.921000+00:00,7768,1141
11,81,2023-03-04T15:00:05.921000+00:00,7768,1141
5,1,2023-03-04T15:00:32.592000+00:00,7768,1141
6,11,2023-03-04T15:00:32.592000+00:00,7768,1141
4,14,2023-03-04T15:00:32.592000+00:00,7768,1141
1,16,2023-03-04T15:00:32.592000+00:00,7768,1141
3,21,2023-03-04T15:00:32.592000+00:00,7768,1141
2,22,2023-03-04T15:00:32.592000+00:00,7768,1141
7,44,2023-03-04T15:00:32.592000+00:00,7768,1141
6,1,2023-03-04T15:00:35.342000+00:00,7768,1141
7,11,2023-03-04T15:00:35.342000+00:00,7768,1141
5,14,2023-03-04T15:00:35.342000+00:00,7768,1141
10,18,2023-03-04T15:00:35.342000+00:00,7768,1141
4,21,2023-03-04T15:00:35.342000+00:00,7768,1141
3,22,2023-03-04T15:00:35.342000+00:00,7768,1141
8,44,2023-03-04T15:00:35.342000+00:00,7768,1141
2,55,2023-03-04T15:00:35.342000+00:00,7768,1141
9,63,2023-03-04T15:00:35.342000+00:00,7768,1141
7,1,2023-03-04T15:01:18.810000+00:00,7768,1141
16,4,2023-03-04T15:01:18.810000+00:00,7768,1141
13,10,2023-03-04T15:01:18.810000+00:00,7768,1141
8,11,2023-03-04T15:01:18.810000+00:00,7768,1141
6,14,2023-03-04T15:01:18.810000+00:00,7768,1141
11,18,2023-03-04T15:01:18.810000+00:00,7768,1141
17,20,2023-03-04T15:01:18.810000+00:00,7768,1141
5,21,2023-03-04T15:01:18.810000+00:00,7768,1141
4,22,2023-03-04T15:01:18.810000+00:00,7768,1141
15,24,2023-03-04T15:01:18.810000+00:00,7768,1141
3,27,2023-03-04T15:01:18.810000+00:00,7768,1141
14,31,2023-03-04T15:01:18.810000+00:00,7768,1141
9,44,2023-03-04T15:01:18.810000+00:00,7768,1141
10,63,2023-03-04T15:01:18.810000+00:00,7768,1141
12,81,2023-03-04T15:01:18.810000+00:00,7768,1141
2,16,2023-03-04T15:02:03.091000+00:00,7768,1141
1,22,2023-03-04T15:02:03.091000+00:00,7768,1141
4,27,2023-03-04T15:02:03.091000+00:00,7768,1141
3,55,2023-03-04T15:02:03.091000+00:00,7768,1141
3,16,2023-03-04T15:02:08.028000+00:00,7768,1141
2,21,2023-03-04T15:02:08.028000+00:00,7768,1141
5,27,2023-03-04T15:02:08.028000+00:00,7768,1141
4,55,2023-03-04T15:02:08.028000+00:00,7768,1141
1,16,2023-03-04T15:02:24.372000+00:00,7768,1141
3,21,2023-03-04T15:02:24.372000+00:00,7768,1141
2,22,2023-03-04T15:02:24.372000+00:00,7768,1141
4,21,2023-03-04T15:02:31.496000+00:00,7768,1141
3,22,2023-03-04T15:02:31.496000+00:00,7768,1141
2,55,2023-03-04T15:02:31.496000+00:00,7768,1141
5,21,2023-03-04T15:03:21.886000+00:00,7768,1141
4,22,2023-03-04T15:03:21.886000+00:00,7768,1141
3,27,2023-03-04T15:03:21.886000+00:00,7768,1141
2,16,2023-03-04T15:03:35.230000+00:00,7768,1141
1,22,2023-03-04T15:03:35.230000+00:00,7768,1141
4,27,2023-03-04T15:03:35.230000+00:00,7768,1141
3,55,2023-03-04T15:03:35.230000+00:00,7768,1141
3,16,2023-03-04T15:03:40.870000+00:00,7768,1141
2,21,2023-03-04T15:03:40.870000+00:00,7768,1141
5,27,2023-03-04T15:03:40.870000+00:00,7768,1141
4,55,2023-03-04T15:03:40.870000+00:00,7768,1141
6,1,2023-03-04T15:04:00.839000+00:00,7768,1141
7,14,2023-03-04T15:04:00.839000+00:00,7768,1141
4,16,2023-03-04T15:04:03.885000+00:00,7768,1141
3,21,2023-03-04T15:04:03.885000+00:00,7768,1141
2,55,2023-03-04T15:04:03.885000+00:00,7768,1141
7,11,2023-03-04T15:04:13.651000+00:00,7768,1141
8,14,2023-03-04T15:04:13.651000+00:00,7768,1141
8,4,2023-03-04T15:04:19.010000+00:00,7768,1141
14,10,2023-03-04T15:04:19.010000+00:00,7768,1141
9,14,2023-03-04T15:04:19.010000+00:00,7768,1141
12,18,2023-03-04T15:04:19.010000+00:00,7768,1141
16,24,2023-03-04T15:04:19.010000+00:00,7768,1141
15,31,2023-03-04T15:04:19.010000+00:00,7768,1141
10,44,2023-03-04T15:04:19.010000+00:00,7768,1141
11,63,2023-03-04T15:04:19.010000+00:00,7768,1141
13,81,2023-03-04T15:04:19.010000+00:00,7768,1141
9,4,2023-03-04T15:04:35.604000+00:00,7768,1141
10,14,2023-03-04T15:04:35.604000+00:00,7768,1141
13,18,2023-03-04T15:04:35.604000+00:00,7768,1141
11,44,2023-03-04T15:04:35.604000+00:00,7768,1141
12,63,2023-03-04T15:04:35.604000+00:00,7768,1141
8,81,2023-03-04T15:04:35.604000+00:00,7768,1141
20,2,2023-03-04T15:12:03.595000+00:00,7768,1141
15,10,2023-03-04T15:12:03.595000+00:00,7768,1141
11,14,2023-03-04T15:12:03.595000+00:00,7768,1141
14,18,2023-03-04T15:12:03.595000+00:00,7768,1141
18,20,2023-03-04T15:12:03.595000+00:00,7768,1141
10,23,2023-03-04T15:12:03.595000+00:00,7768,1141
17,24,2023-03-04T15:12:03.595000+00:00,7768,1141
16,31,2023-03-04T15:12:03.595000+00:00,7768,1141
12,44,2023-03-04T15:12:03.595000+00:00,7768,1141
13,63,2023-03-04T15:12:03.595000+00:00,7768,1141
19,77,2023-03-04T15:12:03.595000+00:00,7768,1141
10,4,2023-03-04T15:12:05.158000+00:00,7768,1141
16,10,2023-03-04T15:12:05.158000+00:00,7768,1141
12,14,2023-03-04T15:12:05.158000+00:00,7768,1141
15,18,2023-03-04T15:12:05.158000+00:00,7768,1141
11,23,2023-03-04T15:12:05.158000+00:00,7768,1141
9,24,2023-03-04T15:12:05.158000+00:00,7768,1141
17,31,2023-03-04T15:12:05.158000+00:00,7768,1141
13,44,2023-03-04T15:12:05.158000+00:00,7768,1141
14,63,2023-03-04T15:12:05.158000+00:00,7768,1141
17,10,2023-03-04T15:12:06.736000+00:00,7768,1141
13,14,2023-03-04T15:12:06.736000+00:00,7768,1141
16,18,2023-03-04T15:12:06.736000+00:00,7768,1141
19,20,2023-03-04T15:12:06.736000+00:00,7768,1141
12,23,2023-03-04T15:12:06.736000+00:00,7768,1141
18,31,2023-03-04T15:12:06.736000+00:00,7768,1141
14,44,2023-03-04T15:12:06.736000+00:00,7768,1141
15,63,2023-03-04T15:12:06.736000+00:00,7768,1141
11,77,2023-03-04T15:12:06.736000+00:00,7768,1141
18,10,2023-03-04T15:12:08.424000+00:00,7768,1141
14,14,2023-03-04T15:12:08.424000+00:00,7768,1141
17,18,2023-03-04T15:12:08.424000+00:00,7768,1141
11,20,2023-03-04T15:12:08.424000+00:00,7768,1141
13,23,2023-03-04T15:12:08.424000+00:00,7768,1141
19,31,2023-03-04T15:12:08.424000+00:00,7768,1141
15,44,2023-03-04T15:12:08.424000+00:00,7768,1141
16,63,2023-03-04T15:12:08.424000+00:00,7768,1141
12,77,2023-03-04T15:12:08.424000+00:00,7768,1141
11,4,2023-03-04T15:12:15.689000+00:00,7768,1141
15,14,2023-03-04T15:12:15.689000+00:00,7768,1141
8,18,2023-03-04T15:12:15.689000+00:00,7768,1141
12,20,2023-03-04T15:12:15.689000+00:00,7768,1141
14,23,2023-03-04T15:12:15.689000+00:00,7768,1141
10,24,2023-03-04T15:12:15.689000+00:00,7768,1141
16,44,2023-03-04T15:12:15.689000+00:00,7768,1141
17,63,2023-03-04T15:12:15.689000+00:00,7768,1141
13,77,2023-03-04T15:12:15.689000+00:00,7768,1141
9,81,2023-03-04T15:12:15.689000+00:00,7768,1141
7,1,2023-03-04T15:12:30.642000+00:00,7768,1141
12,4,2023-03-04T15:12:30.642000+00:00,7768,1141
8,11,2023-03-04T15:12:30.642000+00:00,7768,1141
6,14,2023-03-04T15:12:30.642000+00:00,7768,1141
9,18,2023-03-04T15:12:30.642000+00:00,7768,1141
13,20,2023-03-04T15:12:30.642000+00:00,7768,1141
15,23,2023-03-04T15:12:30.642000+00:00,7768,1141
11,24,2023-03-04T15:12:30.642000+00:00,7768,1141
14,77,2023-03-04T15:12:30.642000+00:00,7768,1141
10,81,2023-03-04T15:12:30.642000+00:00,7768,1141
3,16,2023-03-04T15:12:52.001000+00:00,7768,1141
2,21,2023-03-04T15:12:52.001000+00:00,7768,1141
4,55,2023-03-04T15:12:52.001000+00:00,7768,1141
13,4,2023-03-04T15:12:56.985000+00:00,7768,1141
19,10,2023-03-04T15:12:56.985000+00:00,7768,1141
14,20,2023-03-04T15:12:56.985000+00:00,7768,1141
16,23,2023-03-04T15:12:56.985000+00:00,7768,1141
12,24,2023-03-04T15:12:56.985000+00:00,7768,1141
11,31,2023-03-04T15:12:56.985000+00:00,7768,1141
17,44,2023-03-04T15:12:56.985000+00:00,7768,1141
18,63,2023-03-04T15:12:56.985000+00:00,7768,1141
15,77,2023-03-04T15:12:56.985000+00:00,7768,1141
14,4,2023-03-04T15:13:05.126000+00:00,7768,1141
10,18,2023-03-04T15:13:05.126000+00:00,7768,1141
15,20,2023-03-04T15:13:05.126000+00:00,7768,1141
17,23,2023-03-04T15:13:05.126000+00:00,7768,1141
13,24,2023-03-04T15:13:05.126000+00:00,7768,1141
12,31,2023-03-04T15:13:05.126000+00:00,7768,1141
18,44,2023-03-04T15:13:05.126000+00:00,7768,1141
9,63,2023-03-04T15:13:05.126000+00:00,7768,1141
16,77,2023-03-04T15:13:05.126000+00:00,7768,1141
11,81,2023-03-04T15:13:05.126000+00:00,7768,1141
15,4,2023-03-04T15:13:10.330000+00:00,7768,1141
11,18,2023-03-04T15:13:10.330000+00:00,7768,1141
16,20,2023-03-04T15:13:10.330000+00:00,7768,1141
18,23,2023-03-04T15:13:10.330000+00:00,7768,1141
14,24,2023-03-04T15:13:10.330000+00:00,7768,1141
13,31,2023-03-04T15:13:10.330000+00:00,7768,1141
9,44,2023-03-04T15:13:10.330000+00:00,7768,1141
10,63,2023-03-04T15:13:10.330000+00:00,7768,1141
17,77,2023-03-04T15:13:10.330000+00:00,7768,1141
12,81,2023-03-04T15:13:10.330000+00:00,7768,1141
16,4,2023-03-04T15:13:30.625000+00:00,7768,1141
13,10,2023-03-04T15:13:30.625000+00:00,7768,1141
17,20,2023-03-04T15:13:30.625000+00:00,7768,1141
19,23,2023-03-04T15:13:30.625000+00:00,7768,1141
15,24,2023-03-04T15:13:30.625000+00:00,7768,1141
14,31,2023-03-04T15:13:30.625000+00:00,7768,1141
18,77,2023-03-04T15:13:30.625000+00:00,7768,1141
19,2,2023-03-04T15:13:32.500000+00:00,7768,1141
20,23,2023-03-04T15:13:32.500000+00:00,7768,1141
8,1,2023-03-04T15:13:52.375000+00:00,7768,1141
20,2,2023-03-04T15:13:52.375000+00:00,7768,1141
17,4,2023-03-04T15:13:52.375000+00:00,7768,1141
14,10,2023-03-04T15:13:52.375000+00:00,7768,1141
9,11,2023-03-04T15:13:52.375000+00:00,7768,1141
7,14,2023-03-04T15:13:52.375000+00:00,7768,1141
12,18,2023-03-04T15:13:52.375000+00:00,7768,1141
18,20,2023-03-04T15:13:52.375000+00:00,7768,1141
6,23,2023-03-04T15:13:52.375000+00:00,7768,1141
16,24,2023-03-04T15:13:52.375000+00:00,7768,1141
15,31,2023-03-04T15:13:52.375000+00:00,7768,1141
10,44,2023-03-04T15:13:52.375000+00:00,7768,1141
11,63,2023-03-04T15:13:52.375000+00:00,7768,1141
19,77,2023-03-04T15:13:52.375000+00:00,7768,1141
13,81,2023-03-04T15:13:52.375000+00:00,7768,1141
9,1,2023-03-04T15:13:57.344000+00:00,7768,1141
15,10,2023-03-04T15:13:57.344000+00:00,7768,1141
10,11,2023-03-04T15:13:57.344000+00:00,7768,1141
8,14,2023-03-04T15:13:57.344000+00:00,7768,1141
13,18,2023-03-04T15:13:57.344000+00:00,7768,1141
7,23,2023-03-04T15:13:57.344000+00:00,7768,1141
5,24,2023-03-04T15:13:57.344000+00:00,7768,1141
6,27,2023-03-04T15:13:57.344000+00:00,7768,1141
16,31,2023-03-04T15:13:57.344000+00:00,7768,1141
11,44,2023-03-04T15:13:57.344000+00:00,7768,1141
12,63,2023-03-04T15:13:57.344000+00:00,7768,1141
14,81,2023-03-04T15:13:57.344000+00:00,7768,1141
10,1,2023-03-04T15:14:02.421000+00:00,7768,1141
18,4,2023-03-04T15:14:02.421000+00:00,7768,1141
16,10,2023-03-04T15:14:02.421000+00:00,7768,1141
11,11,2023-03-04T15:14:02.421000+00:00,7768,1141
9,14,2023-03-04T15:14:02.421000+00:00,7768,1141
14,18,2023-03-04T15:14:02.421000+00:00,7768,1141
19,20,2023-03-04T15:14:02.421000+00:00,7768,1141
8,23,2023-03-04T15:14:02.421000+00:00,7768,1141
17,31,2023-03-04T15:14:02.421000+00:00,7768,1141
12,44,2023-03-04T15:14:02.421000+00:00,7768,1141
13,63,2023-03-04T15:14:02.421000+00:00,7768,1141
7,77,2023-03-04T15:14:02.421000+00:00,7768,1141
15,81,2023-03-04T15:14:02.421000+00:00,7768,1141
11,1,2023-03-04T15:14:09.547000+00:00,7768,1141
19,4,2023-03-04T15:14:09.547000+00:00,7768,1141
17,10,2023-03-04T15:14:09.547000+00:00,7768,1141
12,11,2023-03-04T15:14:09.547000+00:00,7768,1141
10,14,2023-03-04T15:14:09.547000+00:00,7768,1141
15,18,2023-03-04T15:14:09.547000+00:00,7768,1141
6,20,2023-03-04T15:14:09.547000+00:00,7768,1141
9,23,2023-03-04T15:14:09.547000+00:00,7768,1141
7,27,2023-03-04T15:14:09.547000+00:00,7768,1141
18,31,2023-03-04T15:14:09.547000+00:00,7768,1141
13,44,2023-03-04T15:14:09.547000+00:00,7768,1141
14,63,2023-03-04T15:14:09.547000+00:00,7768,1141
8,77,2023-03-04T15:14:09.547000+00:00,7768,1141
16,81,2023-03-04T15:14:09.547000+00:00,7768,1141
12,1,2023-03-04T15:14:18.031000+00:00,7768,1141
13,11,2023-03-04T15:14:18.031000+00:00,7768,1141
11,14,2023-03-04T15:14:18.031000+00:00,7768,1141
4,18,2023-03-04T15:14:18.031000+00:00,7768,1141
7,20,2023-03-04T15:14:18.031000+00:00,7768,1141
10,23,2023-03-04T15:14:18.031000+00:00,7768,1141
6,24,2023-03-04T15:14:18.031000+00:00,7768,1141
8,27,2023-03-04T15:14:18.031000+00:00,7768,1141
14,44,2023-03-04T15:14:18.031000+00:00,7768,1141
5,55,2023-03-04T15:14:18.031000+00:00,7768,1141
15,63,2023-03-04T15:14:18.031000+00:00,7768,1141
9,77,2023-03-04T15:14:18.031000+00:00,7768,1141
4,1,2023-03-04T15:14:33.390000+00:00,7768,1141
12,14,2023-03-04T15:14:33.390000+00:00,7768,1141
5,18,2023-03-04T15:14:33.390000+00:00,7768,1141
8,20,2023-03-04T15:14:33.390000+00:00,7768,1141
11,23,2023-03-04T15:14:33.390000+00:00,7768,1141
7,24,2023-03-04T15:14:33.390000+00:00,7768,1141
9,27,2023-03-04T15:14:33.390000+00:00,7768,1141
6,55,2023-03-04T15:14:33.390000+00:00,7768,1141
10,77,2023-03-04T15:14:33.390000+00:00,7768,1141
5,1,2023-03-04T15:14:40.233000+00:00,7768,1141
4,14,2023-03-04T15:14:40.233000+00:00,7768,1141
6,18,2023-03-04T15:14:40.233000+00:00,7768,1141
9,20,2023-03-04T15:14:40.233000+00:00,7768,1141
12,23,2023-03-04T15:14:40.233000+00:00,7768,1141
8,24,2023-03-04T15:14:40.233000+00:00,7768,1141
10,27,2023-03-04T15:14:40.233000+00:00,7768,1141
7,55,2023-03-04T15:14:40.233000+00:00,7768,1141
11,77,2023-03-04T15:14:40.233000+00:00,7768,1141
18,10,2023-03-04T15:15:02.467000+00:00,7768,1141
14,11,2023-03-04T15:15:02.467000+00:00,7768,1141
10,20,2023-03-04T15:15:02.467000+00:00,7768,1141
13,23,2023-03-04T15:15:02.467000+00:00,7768,1141
9,24,2023-03-04T15:15:02.467000+00:00,7768,1141
11,27,2023-03-04T15:15:02.467000+00:00,7768,1141
8,31,2023-03-04T15:15:02.467000+00:00,7768,1141
15,44,2023-03-04T15:15:02.467000+00:00,7768,1141
16,63,2023-03-04T15:15:02.467000+00:00,7768,1141
12,77,2023-03-04T15:15:02.467000+00:00,7768,1141
17,81,2023-03-04T15:15:02.467000+00:00,7768,1141
15,11,2023-03-04T15:15:15.108000+00:00,7768,1141
7,18,2023-03-04T15:15:15.108000+00:00,7768,1141
11,20,2023-03-04T15:15:15.108000+00:00,7768,1141
14,23,2023-03-04T15:15:15.108000+00:00,7768,1141
10,24,2023-03-04T15:15:15.108000+00:00,7768,1141
12,27,2023-03-04T15:15:15.108000+00:00,7768,1141
9,31,2023-03-04T15:15:15.108000+00:00,7768,1141
16,44,2023-03-04T15:15:15.108000+00:00,7768,1141
8,55,2023-03-04T15:15:15.108000+00:00,7768,1141
6,63,2023-03-04T15:15:15.108000+00:00,7768,1141
13,77,2023-03-04T15:15:15.108000+00:00,7768,1141
16,11,2023-03-04T15:15:19.701000+00:00,7768,1141
8,18,2023-03-04T15:15:19.701000+00:00,7768,1141
12,20,2023-03-04T15:15:19.701000+00:00,7768,1141
15,23,2023-03-04T15:15:19.701000+00:00,7768,1141
11,24,2023-03-04T15:15:19.701000+00:00,7768,1141
13,27,2023-03-04T15:15:19.701000+00:00,7768,1141
10,31,2023-03-04T15:15:19.701000+00:00,7768,1141
6,44,2023-03-04T15:15:19.701000+00:00,7768,1141
9,55,2023-03-04T15:15:19.701000+00:00,7768,1141
7,63,2023-03-04T15:15:19.701000+00:00,7768,1141
14,77,2023-03-04T15:15:19.701000+00:00,7768,1141
6,1,2023-03-04T15:15:24.529000+00:00,7768,1141
5,14,2023-03-04T15:15:24.529000+00:00,7768,1141
4,16,2023-03-04T15:15:24.529000+00:00,7768,1141
9,18,2023-03-04T15:15:24.529000+00:00,7768,1141
13,20,2023-03-04T15:15:24.529000+00:00,7768,1141
3,21,2023-03-04T15:15:24.529000+00:00,7768,1141
2,22,2023-03-04T15:15:24.529000+00:00,7768,1141
1,23,2023-03-04T15:15:24.529000+00:00,7768,1141
12,24,2023-03-04T15:15:24.529000+00:00,7768,1141
14,27,2023-03-04T15:15:24.529000+00:00,7768,1141
11,31,2023-03-04T15:15:24.529000+00:00,7768,1141
7,44,2023-03-04T15:15:24.529000+00:00,7768,1141
10,55,2023-03-04T15:15:24.529000+00:00,7768,1141
8,63,2023-03-04T15:15:24.529000+00:00,7768,1141
15,77,2023-03-04T15:15:24.529000+00:00,7768,1141
7,1,2023-03-04T15:15:29.404000+00:00,7768,1141
6,14,2023-03-04T15:15:29.404000+00:00,7768,1141
5,16,2023-03-04T15:15:29.404000+00:00,7768,1141
10,18,2023-03-04T15:15:29.404000+00:00,7768,1141
4,21,2023-03-04T15:15:29.404000+00:00,7768,1141
3,22,2023-03-04T15:15:29.404000+00:00,7768,1141
2,23,2023-03-04T15:15:29.404000+00:00,7768,1141
1,24,2023-03-04T15:15:29.404000+00:00,7768,1141
12,31,2023-03-04T15:15:29.404000+00:00,7768,1141
8,44,2023-03-04T15:15:29.404000+00:00,7768,1141
11,55,2023-03-04T15:15:29.404000+00:00,7768,1141
9,63,2023-03-04T15:15:29.404000+00:00,7768,1141
17,11,2023-03-04T15:15:31.170000+00:00,7768,1141
14,20,2023-03-04T15:15:31.170000+00:00,7768,1141
15,27,2023-03-04T15:15:31.170000+00:00,7768,1141
13,31,2023-03-04T15:15:31.170000+00:00,7768,1141
16,77,2023-03-04T15:15:31.170000+00:00,7768,1141
12,81,2023-03-04T15:15:31.170000+00:00,7768,1141
8,1,2023-03-04T15:15:34.514000+00:00,7768,1141
7,14,2023-03-04T15:15:34.514000+00:00,7768,1141
6,16,2023-03-04T15:15:34.514000+00:00,7768,1141
11,18,2023-03-04T15:15:34.514000+00:00,7768,1141
15,20,2023-03-04T15:15:34.514000+00:00,7768,1141
5,21,2023-03-04T15:15:34.514000+00:00,7768,1141
4,22,2023-03-04T15:15:34.514000+00:00,7768,1141
3,23,2023-03-04T15:15:34.514000+00:00,7768,1141
16,27,2023-03-04T15:15:34.514000+00:00,7768,1141
14,31,2023-03-04T15:15:34.514000+00:00,7768,1141
9,44,2023-03-04T15:15:34.514000+00:00,7768,1141
12,55,2023-03-04T15:15:34.514000+00:00,7768,1141
10,63,2023-03-04T15:15:34.514000+00:00,7768,1141
2,77,2023-03-04T15:15:34.514000+00:00,7768,1141
13,81,2023-03-04T15:15:34.514000+00:00,7768,1141
9,11,2023-03-04T15:15:36.342000+00:00,7768,1141
12,18,2023-03-04T15:15:36.342000+00:00,7768,1141
16,20,2023-03-04T15:15:36.342000+00:00,7768,1141
17,27,2023-03-04T15:15:36.342000+00:00,7768,1141
15,31,2023-03-04T15:15:36.342000+00:00,7768,1141
10,44,2023-03-04T15:15:36.342000+00:00,7768,1141
13,55,2023-03-04T15:15:36.342000+00:00,7768,1141
11,63,2023-03-04T15:15:36.342000+00:00,7768,1141
14,81,2023-03-04T15:15:36.342000+00:00,7768,1141
9,1,2023-03-04T15:15:41.607000+00:00,7768,1141
10,11,2023-03-04T15:15:41.607000+00:00,7768,1141
8,14,2023-03-04T15:15:41.607000+00:00,7768,1141
7,16,2023-03-04T15:15:41.607000+00:00,7768,1141
13,18,2023-03-04T15:15:41.607000+00:00,7768,1141
3,20,2023-03-04T15:15:41.607000+00:00,7768,1141
6,21,2023-03-04T15:15:41.607000+00:00,7768,1141
5,22,2023-03-04T15:15:41.607000+00:00,7768,1141
4,23,2023-03-04T15:15:41.607000+00:00,7768,1141
16,31,2023-03-04T15:15:41.607000+00:00,7768,1141
11,44,2023-03-04T15:15:41.607000+00:00,7768,1141
14,55,2023-03-04T15:15:41.607000+00:00,7768,1141
12,63,2023-03-04T15:15:41.607000+00:00,7768,1141
15,81,2023-03-04T15:15:41.607000+00:00,7768,1141
16,10,2023-03-04T15:15:42.685000+00:00,7768,1141
18,27,2023-03-04T15:15:42.685000+00:00,7768,1141
17,31,2023-03-04T15:15:42.685000+00:00,7768,1141
19,2,2023-03-04T15:15:47.998000+00:00,7768,1141
20,4,2023-03-04T15:15:47.998000+00:00,7768,1141
10,1,2023-03-04T15:15:49.732000+00:00,7768,1141
11,11,2023-03-04T15:15:49.732000+00:00,7768,1141
9,14,2023-03-04T15:15:49.732000+00:00,7768,1141
8,16,2023-03-04T15:15:49.732000+00:00,7768,1141
1,18,2023-03-04T15:15:49.732000+00:00,7768,1141
4,20,2023-03-04T15:15:49.732000+00:00,7768,1141
7,21,2023-03-04T15:15:49.732000+00:00,7768,1141
6,22,2023-03-04T15:15:49.732000+00:00,7768,1141
5,23,2023-03-04T15:15:49.732000+00:00,7768,1141
2,24,2023-03-04T15:15:49.732000+00:00,7768,1141
12,44,2023-03-04T15:15:49.732000+00:00,7768,1141
13,63,2023-03-04T15:15:49.732000+00:00,7768,1141
3,77,2023-03-04T15:15:49.732000+00:00,7768,1141
20,2,2023-03-04T15:15:51.998000+00:00,7768,1141
18,4,2023-03-04T15:15:51.998000+00:00,7768,1141
19,27,2023-03-04T15:15:51.998000+00:00,7768,1141
11,1,2023-03-04T15:15:58.779000+00:00,7768,1141
19,4,2023-03-04T15:15:58.779000+00:00,7768,1141
17,10,2023-03-04T15:15:58.779000+00:00,7768,1141
12,11,2023-03-04T15:15:58.779000+00:00,7768,1141
10,14,2023-03-04T15:15:58.779000+00:00,7768,1141
9,16,2023-03-04T15:15:58.779000+00:00,7768,1141
8,21,2023-03-04T15:15:58.779000+00:00,7768,1141
7,27,2023-03-04T15:15:58.779000+00:00,7768,1141
18,31,2023-03-04T15:15:58.779000+00:00,7768,1141
13,44,2023-03-04T15:15:58.779000+00:00,7768,1141
15,55,2023-03-04T15:15:58.779000+00:00,7768,1141
14,63,2023-03-04T15:15:58.779000+00:00,7768,1141
16,81,2023-03-04T15:15:58.779000+00:00,7768,1141
1,1,2023-03-04T15:16:04.919000+00:00,7768,1141
11,14,2023-03-04T15:16:04.919000+00:00,7768,1141
10,16,2023-03-04T15:16:04.919000+00:00,7768,1141
2,18,2023-03-04T15:16:04.919000+00:00,7768,1141
5,20,2023-03-04T15:16:04.919000+00:00,7768,1141
9,21,2023-03-04T15:16:04.919000+00:00,7768,1141
7,22,2023-03-04T15:16:04.919000+00:00,7768,1141
6,23,2023-03-04T15:16:04.919000+00:00,7768,1141
3,24,2023-03-04T15:16:04.919000+00:00,7768,1141
8,27,2023-03-04T15:16:04.919000+00:00,7768,1141
4,77,2023-03-04T15:16:04.919000+00:00,7768,1141
2,1,2023-03-04T15:16:11.388000+00:00,7768,1141
